2,0,0,32,16,0,0,1,0,0,9490,0.999981,1
2,0,0,64,16,0,0,1,0,0,9380,0.999984,1
2,0,0,128,16,0,0,1,0,0,9380,0.999976,1
2,0,0,256,16,0,0,1,0,0,9140,0.999987,1
2,0,0,32,32,0,0,1,0,0,12850,0.999975,1
2,0,0,64,32,0,0,1,0,0,12770,0.999984,1
2,0,0,128,32,0,0,1,0,0,12480,0.999978,1
2,0,0,256,32,0,0,1,0,0,11940,0.999984,1
2,0,0,512,32,0,0,1,0,0,11010,0.999984,1
2,0,0,32,64,0,0,1,0,0,21840,0.999981,1
2,0,0,64,64,0,0,1,0,0,21650,0.999984,1
2,0,0,128,64,0,0,1,0,0,21300,0.999979,1
2,0,0,256,64,0,0,1,0,0,20490,0.999987,1
2,0,0,512,64,0,0,1,0,0,19000,0.999987,1
2,0,0,1024,64,0,0,1,0,0,15620,0.999987,1
