2,0,0,32,16,0,0,0,0,0,8810,0.999981,1
2,0,0,64,16,0,0,0,0,0,9020,0.999984,1
2,0,0,128,16,0,0,0,0,0,9190,0.999976,1
2,0,0,256,16,0,0,0,0,0,9260,0.999987,1
2,0,0,32,32,0,0,0,0,0,9370,0.999975,1
2,0,0,64,32,0,0,0,0,0,9460,0.999984,1
2,0,0,128,32,0,0,0,0,0,9680,0.999978,1
2,0,0,256,32,0,0,0,0,0,9820,0.999984,1
2,0,0,512,32,0,0,0,0,0,10180,0.999984,1
2,0,0,32,64,0,0,0,0,0,9560,0.999981,1
2,0,0,64,64,0,0,0,0,0,9610,0.999984,1
2,0,0,128,64,0,0,0,0,0,9890,0.999979,1
2,0,0,256,64,0,0,0,0,0,10080,0.999987,1
2,0,0,512,64,0,0,0,0,0,10370,0.999987,1
2,0,0,1024,64,0,0,0,0,0,10780,0.999987,1
